D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_426.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_426.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_426.jpg,0,0,0,0.1515508
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_493.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_493.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_493.jpg,0,0,0,0.1830965
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_560.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_560.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_560.jpg,0,0,0,0.2463266
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_628.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_628.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_628.jpg,0,0,0,0.2952556
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_697.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_697.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_697.jpg,0,0,0,0.3590434
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_765.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_765.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_765.jpg,0,0,0,0.04603208
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_833.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_833.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_833.jpg,0,0,0,0.02335426
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_901.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_901.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_901.jpg,0,0,0,0.002680306
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_40_969.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_40_969.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_40_969.jpg,0,0,0,0.003511999
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_038.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_038.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_038.jpg,0,0,0,0.008088239
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_106.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_106.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_106.jpg,0,0,0,0.003419298
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_174.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_174.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_174.jpg,0,0,0,0.008344407
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_242.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_242.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_242.jpg,0,0,0,0.0124147
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_310.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_310.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_310.jpg,0,0,0,0.003816787
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_377.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_377.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_377.jpg,0,0,0,0.003128005
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_41_539.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_41_539.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_41_539.jpg,0,0,0,0.01619197
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_025.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_025.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_025.jpg,0,0,0,0.01107999
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_093.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_093.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_093.jpg,0,0,0,0.003420279
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_162.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_162.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_162.jpg,0,0,0,0.006104733
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_230.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_230.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_230.jpg,0,0,0,0.003870211
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_299.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_299.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_299.jpg,0,0,0,0.003543378
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_367.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_367.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_367.jpg,0,0,0,0.006311222
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_436.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_436.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_436.jpg,0,0,0,0.01113112
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_505.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_505.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_505.jpg,0,0,0,0.007159852
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_24_43_685.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_24_43_685.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_24_43_685.jpg,0,0,0,0.006087738
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_25_15_848.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_25_15_848.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_25_15_848.jpg,0,0,0,2.115173E-05
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_25_15_919.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_25_15_919.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_25_15_919.jpg,0,0,0,1.407241E-05
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_25_15_991.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_25_15_991.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_25_15_991.jpg,0,0,0,4.415928E-06
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_25_16_062.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_25_16_062.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_25_16_062.jpg,0,0,0,1.287831E-05
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_25_16_133.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_25_16_133.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_25_16_133.jpg,0,0,0,1.35751E-06
D:\SELF_driving\Drive_data\IMG\center_2019_12_02_18_25_16_204.jpg,D:\SELF_driving\Drive_data\IMG\left_2019_12_02_18_25_16_204.jpg,D:\SELF_driving\Drive_data\IMG\right_2019_12_02_18_25_16_204.jpg,0,0,0,4.591839E-06
